response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0506,0.0000,0.0000,0.0000,0.0505,0.0000,200,0.0528
0.0161,0.0000,0.0000,0.0001,0.0158,0.0000,200,0.0873
0.0101,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.0933
0.0685,0.0000,0.0000,0.0004,0.0650,0.0031,200,0.0350
0.0252,0.0000,0.0000,0.0000,0.0252,0.0000,200,0.0783
0.0103,0.0000,0.0000,0.0001,0.0101,0.0000,200,0.0933
0.0116,0.0000,0.0000,0.0001,0.0087,0.0028,200,0.0921
0.0611,0.0000,0.0000,0.0000,0.0610,0.0000,200,0.0428
0.0135,0.0000,0.0000,0.0000,0.0132,0.0002,200,0.0916
0.0944,0.0060,0.0000,0.0045,0.0753,0.0006,200,0.0112
0.0099,0.0000,0.0000,0.0002,0.0093,0.0003,200,0.0957
0.0073,0.0000,0.0000,0.0001,0.0063,0.0006,200,0.0984
0.0385,0.0000,0.0000,0.0000,0.0384,0.0000,200,0.0676
0.0657,0.0000,0.0000,0.0000,0.0655,0.0001,200,0.0407
0.0175,0.0000,0.0000,0.0000,0.0174,0.0000,200,0.0894
0.0156,0.0000,0.0000,0.0000,0.0155,0.0000,200,0.0914
0.0025,0.0000,0.0000,0.0000,0.0018,0.0006,200,0.1056
0.0107,0.0000,0.0000,0.0000,0.0106,0.0000,200,0.0974
0.0305,0.0000,0.0000,0.0000,0.0304,0.0000,200,0.0777
0.0374,0.0000,0.0000,0.0001,0.0373,0.0000,200,0.0710
0.0179,0.0000,0.0000,0.0001,0.0175,0.0000,200,0.0911
0.0266,0.0000,0.0000,0.0000,0.0265,0.0000,200,0.0828
